Station ID,Cycle0 (Bef),Cycle0 (Aft),Cycle1 (Bef),Cycle1 (Aft),Cycle2 (Bef),Cycle2 (Aft),Cycle3 (Bef),Cycle3 (Aft)
433,-22,-22,-24,-24,-25,-25,-22,-22
435,-15,-15,-17,-17,-17,-17,-12,-12
436,-25,-25,-25,-25,-25,-25,-24,-24
437,-18,-18,-18,-18,-18,-18,-17,-17
439,-15,-15,-15,-15,-15,-15,-14,-5
440,-23,-23,-24,-24,-24,-24,-20,-20
441,-16,-16,-14,-14,-15,-15,-12,-12
442,-16,-16,-16,-16,-16,-16,-14,-14
443,-20,-20,-21,-21,-20,-20,-17,-17
444,-15,-15,-15,-15,-15,-15,-13,-10
445,-19,-19,-18,-18,-18,-18,-14,-14
446,-17,-17,-16,-16,-15,-15,-12,-12
447,-37,-37,-37,-37,-37,-37,-35,-35
448,-24,-24,-24,-24,-24,-24,-24,-24
449,-23,-23,-23,-23,-23,-23,-16,-16
450,-19,-19,-19,-19,-19,-19,-14,-14
451,-11,-11,-11,-11,-11,-11,-6,-5
452,-15,-15,-17,-17,-17,-17,-13,-6
453,-16,-16,-17,-17,-17,-17,-11,-7
454,-14,-14,-14,-14,-14,-14,-10,-10
455,-11,-11,-11,-11,-11,-11,-11,-11
456,-23,-23,-26,-26,-26,-26,-24,-24
457,-20,-20,-20,-20,-18,-18,-15,-15
458,-19,-19,-18,-18,-18,-18,-13,-13
459,-11,-11,-11,-11,-11,-11,-7,-7
460,-23,-23,-23,-23,-23,-23,-21,-21
462,-31,-31,-31,-31,-33,-33,-27,-27
463,-15,-15,-15,-15,-15,-15,-12,-12
464,-17,-17,-16,-16,-16,-16,-15,-15
465,-19,-19,-21,-21,-21,-21,-10,-14
466,-13,-13,-14,-14,-14,-14,-11,-10
467,-11,-11,-14,-14,-14,-14,-11,-11
468,-16,-16,-17,-17,-17,-17,-18,-18
469,-30,-30,-30,-30,-30,-30,-25,-25
470,-32,-32,-32,-32,-32,-32,-27,-27
471,-13,-13,-13,-13,-13,-13,-10,-10
472,-14,-14,-14,-14,-14,-14,-13,-13
473,-13,-13,-13,-13,-13,-13,-13,-13
474,-27,-27,-29,-29,-29,-29,-29,-29
475,-39,-39,-39,-39,-39,-39,-36,-36
476,-20,-20,-20,-20,-21,-21,-21,-21
477,-25,-25,-27,-27,-27,-27,-27,-27
478,-12,-12,-12,-12,-12,-12,-8,-9
479,-13,-13,-13,-13,-14,-14,-10,-10
480,-16,-16,-16,-16,-15,-15,-7,-11
481,-24,-24,-24,-24,-24,-24,-21,-21
482,-18,-18,-18,-18,-18,-18,-18,-18
483,-22,-22,-23,-23,-22,-22,-19,-19
484,-16,-16,-16,-16,-16,-16,-14,-14
485,-16,-16,-18,-18,-18,-18,-14,-14
486,-24,-24,-24,-24,-24,-24,-17,-17
487,-16,-16,-17,-17,-17,-17,-15,-15
488,-15,-15,-13,-13,-12,-12,-4,-9
489,-23,-23,-24,-24,-24,-24,-16,-16
490,-31,-31,-30,-30,-30,-30,-27,-16
491,-30,-30,-31,-31,-32,-32,-32,-32
492,-41,-41,-42,-42,-43,-43,-43,-43
494,-25,-25,-25,-25,-25,-25,-25,-25
495,-26,-26,-27,-27,-26,-26,-21,-21
496,-27,-27,-27,-27,-27,-27,-25,-25
497,-18,-18,-19,-19,-19,-19,-17,-17
498,-27,-27,-27,-27,-27,-27,-22,-22
499,-25,-25,-25,-25,-25,-25,-20,-20
500,-27,-27,-28,-28,-28,-28,-24,-24
501,-16,-16,-16,-16,-16,-16,-14,-14
503,-24,-24,-25,-25,-26,-26,-22,-21
504,-21,-21,-21,-21,-21,-21,-20,-20
505,-20,-20,-20,-20,-20,-20,-16,-16
506,-15,-15,-16,-16,-17,-17,-16,-16
507,-21,-21,-21,-21,-21,-21,-18,-18
508,-11,-11,-12,-12,-12,-12,-10,-10
509,-13,-13,-13,-13,-13,-13,-12,-12
510,-27,-27,-30,-30,-30,-30,-28,-28
511,-22,-22,-23,-23,-22,-22,-14,-14
512,-21,-21,-21,-21,-21,-21,-13,-16
513,-34,-34,-37,-37,-29,-29,-23,-23
514,-11,-11,-11,-11,-11,-11,-9,-9
515,-16,-16,-16,-16,-16,-16,-13,-13
516,-12,-12,-12,-12,-12,-12,-9,-9
517,-11,-11,-12,-12,-12,-12,-8,-8
518,-21,-21,-21,-21,-20,-20,-17,-17
519,-23,-23,-23,-23,-23,-23,-22,-22
520,-14,-14,-14,-14,-13,-13,-8,-8
521,-13,-13,-15,-15,-15,-15,-12,-12
522,-25,-25,-26,-26,-26,-26,-24,-24
523,-16,-16,-17,-17,-17,-17,-15,-15
524,-26,-26,-26,-26,-26,-26,-19,-19
526,-18,-18,-16,-16,-15,-15,-13,-13
527,-13,-13,-14,-14,-13,-13,-11,-11
528,-11,-11,-11,-11,-11,-11,-11,-11
529,-12,-12,-13,-13,-13,-13,-11,-11
530,-12,-12,-12,-12,-12,-12,-11,-11
531,-14,-14,-14,-14,-14,-14,-7,-7
532,-43,-43,-44,-44,-44,-44,-44,-44
533,-23,-23,-23,-23,-23,-23,-19,-19
534,-18,-18,-18,-18,-19,-19,-11,-10
535,-16,-16,-17,-17,-17,-17,-12,-12
536,-24,-24,-24,-24,-24,-24,-21,-21
537,-11,-11,-12,-12,-12,-12,-8,-8
538,-14,-14,-15,-15,-15,-15,-13,-13
539,-15,-15,-15,-15,-15,-15,-11,-11
540,-18,-18,-19,-19,-19,-19,-17,-17
541,-18,-18,-19,-19,-19,-19,-17,-17
542,-23,-23,-23,-23,-25,-25,-21,-17
543,-14,-14,-14,-14,-14,-14,-14,-14
544,-15,-15,-15,-15,-15,-15,-10,-10
545,-16,-16,-15,-15,-15,-15,-13,-13
546,-14,-14,-14,-14,-14,-14,-12,-12
547,-35,-35,-36,-36,-36,-36,-35,-35
548,-18,-18,-18,-18,-18,-18,-17,0
549,-31,-31,-32,-32,-31,-31,-26,-23
550,-16,-16,-15,-15,-16,-16,-10,-10
552,-17,-17,-21,-21,-21,-21,-19,-19
553,-15,-15,-17,-17,-17,-17,-9,-12
554,-11,-11,-11,-11,-11,-11,-10,-10
556,-18,-18,-18,-18,-18,-18,-19,-19
557,-14,-14,-14,-14,-14,-14,-13,-10
558,-16,-16,-17,-17,-17,-17,-14,-14
559,-16,-16,-16,-16,-16,-16,-15,-15
560,-14,-14,-14,-14,-14,-14,-12,-12
561,-15,-15,-15,-15,-15,-15,-13,-13
562,-14,-14,-14,-14,-13,-13,-13,-13
563,-18,-18,-18,-18,-18,-18,-16,-16
564,-26,-26,-27,-27,-27,-27,-24,-2
566,-29,-29,-29,-29,-28,-28,-26,-26
568,-12,-12,-13,-13,-13,-13,-9,-9
569,-21,-21,-21,-21,-21,-21,-17,-13
570,-25,-25,-23,-23,-23,-23,-24,-24
571,-20,-20,-20,-20,-20,-20,-19,-19
572,-24,-24,-25,-25,-26,-26,-25,-25
573,-11,-11,-12,-12,-12,-12,-6,-6
574,-31,-31,-31,-31,-30,-30,-13,-23
576,-15,-15,-15,-15,-15,-15,-13,-13
577,-13,-13,-16,-16,-16,-16,-13,-13
578,-22,-22,-23,-23,-23,-23,-21,-21
579,-24,-24,-25,-25,-25,-25,-26,-26
580,-25,-25,-25,-25,-25,-25,-19,-19
581,-12,-12,-12,-12,-12,-12,-11,-11
583,-14,-14,-14,-14,-14,-14,-12,-12
584,-13,-13,-16,-16,-16,-16,-12,-9
586,-21,-21,-21,-21,-21,-21,-20,-20
587,-14,-14,-12,-12,-12,-12,-10,-10
588,-17,-17,-19,-19,-19,-19,-17,-17
589,-11,-11,-9,-9,-9,-9,-6,-6
590,-18,-18,-18,-18,-18,-18,-16,-16
591,-17,-17,-19,-19,-18,-18,-15,-15
592,-14,-14,-14,-14,-13,-13,-11,-10
593,-14,-14,-14,-14,-14,-10,-7,-7
594,-22,-22,-25,-25,-25,-25,-25,-25
595,-14,-14,-16,-16,-16,-16,-13,-13
596,-13,-13,-14,-14,-14,-14,-9,-9
597,-17,-17,-18,-18,-18,-18,-13,-13
598,-26,-26,-27,-27,-27,-27,-24,-24
599,-19,-19,-19,-19,-19,-19,-18,-18
600,-14,-14,-14,-14,-14,-14,-11,-11
601,-25,-25,-25,-25,-26,-26,-26,-26
602,-31,-31,-31,-31,-31,-31,-26,-26
603,-30,-30,-31,-31,-31,-31,-26,-26
604,-12,-12,-12,-12,-12,-12,-10,-10
605,-20,-20,-20,-20,-20,-20,-12,-7
606,-18,-18,-18,-18,-18,-18,-17,-17
607,-14,-14,-14,-14,-14,-14,-12,-12
608,-21,-21,-21,-21,-21,-21,-21,-21
609,-13,-13,-13,-13,-12,-12,-5,-5
610,-14,-14,-14,-14,-14,-14,-12,-12
611,-14,-14,-14,-14,-14,-14,-13,-13
612,-21,-21,-21,-21,-20,-20,-15,-15
613,-15,-15,-16,-16,-16,-16,-12,-12
614,-28,-28,-28,-28,-28,-28,-25,-25
615,-16,-16,-16,-16,-16,-16,-11,-11
616,-16,-16,-18,-18,-17,-17,-10,-9
617,-14,-14,-14,-14,-14,-14,-11,-11
618,-16,-16,-16,-16,-16,-16,-12,-11
619,-30,-30,-30,-30,-31,-31,-24,-24
620,-19,-19,-19,-19,-19,-19,-15,-14
621,-23,-23,-22,-22,-22,-22,-19,-19
622,-19,-19,-19,-19,-19,-19,-17,-17
623,-15,-15,-15,-15,-15,-15,-13,-13
624,-28,-28,-29,-29,-29,-29,-26,-26
625,-19,-19,-19,-19,-19,-19,-13,-13
626,-15,-15,-15,-15,-15,-15,-8,-8
627,-14,-14,-14,-14,-15,-15,-11,-11
628,-18,-18,-19,-19,-19,-19,-14,-14
629,-19,-19,-19,-19,-19,-19,-18,-18
630,-19,-19,-19,-19,-19,-19,-15,-15
631,-18,-18,-18,-18,-18,-18,-14,-14
632,-18,-18,-18,-18,-18,-18,-15,-15
633,-21,-21,-22,-22,-22,-22,-19,-19
634,-23,-23,-23,-23,-23,-23,-22,-22
635,-25,-25,-27,-27,-28,-28,-23,-23
636,-18,-18,-18,-18,-18,-18,-13,-13
637,-17,-17,-17,-17,-17,-17,-15,-15
638,-18,-18,-19,-19,-18,-18,-7,-7
639,-17,-17,-18,-18,-18,-18,-13,-13
640,-19,-19,-19,-19,-19,-19,-11,-11
641,-15,-15,-16,-16,-17,-17,-15,1
642,-25,-25,-25,-25,-26,-26,-25,-25
643,-15,-15,-15,-15,-15,-15,-12,-12
644,-25,-25,-25,-25,-25,-25,-21,-21
645,-14,-14,-15,-15,-15,-15,-14,-14
646,-11,-11,-11,-11,-11,-11,-10,-10
647,-18,-18,-18,-18,-18,-18,-13,-13
648,-21,-21,-21,-21,-21,-21,-21,-21
649,-14,-14,-14,-14,-14,-14,-13,-13
650,-16,-16,-16,-16,-16,-16,-10,-10
651,-16,-16,-18,-18,-18,-18,-16,-16
652,-20,-20,-20,-20,-20,-20,-20,-20
653,-17,-17,-17,-17,-16,-16,-11,-11
654,-23,-23,-23,-23,-23,-23,-17,-17
655,-18,-18,-17,-17,-16,-16,-14,-14
656,-20,-20,-21,-21,-21,-21,-20,-20
657,-14,-14,-14,-14,-14,-14,-11,-11
658,-21,-21,-21,-21,-21,-21,-13,-14
659,-39,-39,-39,-39,-39,-39,-39,-39
660,-15,-15,-15,-15,-15,-15,-14,-14
661,-25,-25,-25,-25,-24,-24,-18,-18
662,-16,-16,-16,-16,-16,-16,-13,-13
663,-16,-16,-16,-16,-16,-16,-12,-12
664,-16,-16,-16,-16,-16,-16,-12,-12
665,-19,-19,-19,-19,-19,-19,-15,-15
666,-25,-25,-27,-27,-27,-27,-22,-22
667,-23,-23,-21,-21,-21,-21,-19,-19
668,-18,-18,-20,-20,-20,-20,-17,-17
669,-27,-27,-27,-27,-27,-27,-27,-27
670,-19,-19,-19,-19,-18,-18,-10,-10
671,-38,-38,-38,-38,-38,-38,-33,-33
672,-19,-19,-19,-19,-19,-19,-19,-19
673,-25,-25,-25,-25,-25,-25,-20,-20
674,-28,-28,-28,-28,-28,-28,-23,-18
675,-21,-21,-21,-21,-21,-21,-16,-16
676,-24,-24,-24,-24,-24,-24,-17,-17
677,-18,-18,-18,-18,-19,-19,-15,-15
678,-21,-21,-21,-21,-21,-21,-20,-20
679,-18,-18,-18,-18,-18,-18,-12,-12
680,-18,-18,-19,-19,-19,-19,-14,-14
681,-32,-32,-33,-33,-33,-33,-28,-28
682,-32,-32,-33,-33,-33,-33,-32,-32
683,-19,-19,-19,-19,-19,-19,-16,-16
684,-22,-22,-24,-24,-24,-24,-22,-22
685,-21,-21,-21,-21,-21,-21,-16,-16
686,-17,-17,-17,-17,-17,-17,-15,-15
687,-18,-18,-20,-20,-20,-20,-13,-13
688,-19,-19,-19,-19,-19,-19,-14,-14
689,-21,-21,-21,-21,-21,-21,-21,-21
690,-16,-16,-16,-16,-16,-16,-12,-12
691,-15,-15,-13,-13,-13,-13,-11,-11
692,-15,-15,-15,-15,-15,-15,-10,-10
693,-12,-12,-12,-12,-12,-12,-11,-11
694,-13,-13,-14,-14,-14,-14,-13,-13
695,-13,-13,-12,-12,-11,-11,-5,-10
696,-14,-14,-14,-14,-14,-14,-13,-13
697,-17,-17,-19,-19,-17,-17,-12,-12
698,-24,-24,-24,-24,-24,-24,-18,-18
699,-27,-27,-27,-27,-27,-27,-21,-21
700,-17,-17,-17,-17,-17,-17,-12,-12
701,-21,-21,-21,-21,-20,-20,-11,-11
702,-16,-16,-17,-17,-16,-16,-8,-8
703,-17,-17,-17,-17,-17,-17,-16,-16
704,-12,-12,-12,-12,-12,-12,-8,-8
706,-21,-21,-21,-21,-20,-20,-16,-14
707,-21,-21,-21,-21,-21,-21,-19,-19
708,-23,-23,-22,-22,-22,-22,-18,-18
709,-16,-16,-16,-16,-16,-16,-15,-15
710,-14,-14,-15,-15,-17,-17,-10,-10
711,-21,-21,-21,-21,-21,-21,-18,-18
712,-15,-15,-15,-15,-15,-15,-11,-11
713,-15,-15,-15,-15,-15,-15,-15,-15
714,-19,-19,-19,-19,-19,-19,-16,-16
715,-15,-15,-18,-18,-18,-18,-13,-13
716,-16,-16,-17,-17,-17,-17,-12,-12
717,-29,-29,-27,-27,-27,-27,-18,-18
718,-31,-31,-31,-31,-31,-31,-27,-22
719,-23,-23,-23,-23,-22,-22,-16,-16
720,-16,-16,-17,-17,-17,-17,-14,-14
721,-12,-12,-13,-13,-13,-13,-11,-11
722,-13,-13,-12,-12,-12,-12,-5,-8
723,-32,-32,-32,-32,-31,-31,-25,-25
724,-19,-19,-19,-19,-19,-19,-14,-14
725,-19,-19,-19,-19,-19,-19,-19,-19
726,-15,-15,-15,-15,-15,-15,-12,-12
727,-15,-15,-13,-13,-13,-13,-6,-5
728,-20,-20,-20,-20,-20,-20,-18,-18
729,-16,-16,-16,-16,-15,-15,-5,-8
730,-12,-12,-11,-11,-11,-11,-10,-10
731,-25,-25,-25,-25,-25,-25,-21,-21
732,-13,-13,-13,-13,-13,-13,1,-4
733,-11,-11,-12,-12,-13,-13,-13,-13
734,-21,-21,-20,-20,-20,-20,-17,-17
735,-23,-23,-24,-24,-24,-24,-19,-19
736,-19,-19,-19,-19,-19,-19,-19,-19
737,-16,-16,-18,-18,-18,-18,-14,-14
738,-25,-25,-26,-26,-26,-26,-23,-23
739,-19,-19,-16,-16,-16,-16,-13,-13
740,-18,-18,-18,-18,-18,-18,-16,-16
741,-16,-16,-16,-16,-16,-16,-16,-16
742,-15,-15,-15,-15,-14,-14,-10,-10
743,-20,-20,-21,-21,-21,-21,-20,-20
744,-21,-21,-21,-21,-21,-21,-19,-19
745,-20,-20,-20,-20,-20,-20,-19,-19
746,-16,-16,-16,-16,-16,-16,-13,-13
747,-16,-16,-16,-16,-16,-16,-10,-10
748,-17,-17,-17,-17,-17,-17,-10,-11
749,-24,-24,-25,-25,-25,-25,-20,-20
750,-18,-18,-18,-18,-18,-18,-16,-16
751,-16,-16,-16,-16,-16,-16,-15,-15
752,-20,-20,-20,-20,-20,-20,-18,-18
753,-19,-19,-19,-19,-19,-19,-19,-19
754,-16,-16,-16,-16,-16,-16,-15,-15
755,-15,-15,-15,-15,-15,-15,-12,-12
756,-14,-14,-14,-14,-14,-14,-8,-8
757,-16,-16,-16,-16,-16,-16,-10,-11
758,-16,-16,-15,-15,-14,-14,-9,-9
759,-12,-12,-12,-12,-12,-12,-10,-6
760,-12,-12,-12,-12,-12,-12,-11,-4
761,-18,-18,-18,-18,-18,-18,-12,-11
762,-13,-13,-14,-14,-13,-13,-12,-12
763,-32,-32,-33,-33,-33,-33,-28,-28
764,-23,-23,-23,-23,-23,-23,-20,-20
765,-27,-27,-27,-27,-27,-27,-26,-26
766,-17,-17,-17,-17,-17,-17,-13,-13
767,-21,-21,-21,-21,-21,-21,-19,-19
768,-25,-25,-25,-25,-24,-24,-16,-16
769,-14,-14,-14,-14,-14,-14,-6,-7
770,-21,-21,-21,-21,-21,-21,-18,-18
771,-14,-14,-14,-14,-14,-14,-13,-13
772,-23,-23,-23,-23,-23,-23,-19,-19
773,-16,-16,-13,-13,-13,-13,-9,-9
774,-14,-14,-14,-14,-14,-14,-12,-12
775,-23,-23,-23,-23,-23,-23,-23,-23
776,-14,-14,-14,-14,-14,-14,-12,-12
777,-14,-14,-14,-14,-14,-14,-10,-10
779,-19,-19,-19,-19,-19,-19,-18,-18
780,-17,-17,-18,-18,-18,-18,-11,-11
781,-21,-21,-21,-21,-21,-21,-21,-21
782,-16,-16,-16,-16,-17,-17,-11,-11
784,-23,-23,-23,-23,-23,-23,-18,-18
785,-43,-43,-44,-44,-44,-44,-41,-41
786,-30,-30,-30,-30,-30,-30,-29,-29
787,-24,-24,-24,-24,-24,-24,-22,-22
788,-23,-23,-23,-23,-23,-23,-23,-23
789,-28,-28,-28,-28,-28,-28,-28,-28
790,-19,-19,-19,-19,-19,-19,-17,-17
792,-28,-28,-29,-29,-29,-29,-29,-1
793,-19,-19,-19,-19,-19,-19,-18,-7
794,-19,-19,-19,-19,-19,-19,-17,-17
795,-19,-19,-19,-19,-18,-18,-8,1
796,-19,-19,-21,-21,-21,-21,-18,-11
797,-21,-21,-21,-21,-21,-21,-16,-17
798,-17,-17,-17,-17,-16,-13,-2,-13
800,-21,-21,-22,-22,-22,-22,-18,-18
801,-20,-20,-20,-20,-20,-20,-19,-19
802,-22,-22,-22,-22,-22,-22,-17,-17
803,-16,-16,-16,-16,-16,-16,-16,-16
804,-17,-17,-18,-18,-18,-18,-15,-4
805,-18,-18,-18,-18,-18,-18,-18,-18
806,-18,-18,-19,-19,-18,-18,-16,-16
807,-16,-16,-16,-16,-16,-16,-13,-13
808,-23,-23,-23,-23,-23,-23,-22,-22
809,-19,-19,-18,-18,-18,-18,-18,-18
810,-20,-20,-19,-19,-19,-19,-18,-18
811,-25,-25,-25,-25,-25,-25,-24,-24
812,-19,-19,-19,-19,-19,-19,-19,-19
813,-25,-25,-24,-24,-24,-24,-22,-14
814,-21,-21,-20,-20,-19,-19,-14,-14
815,-23,-23,-24,-24,-23,-23,-21,-2
816,-19,-19,-19,-19,-19,-19,-19,-19
817,-18,-18,-18,-18,-17,-17,-12,-12
818,-8,-8,-8,-8,-8,-8,-5,-7
819,-25,-25,-26,-26,-26,-26,-23,-12
820,-16,-16,-16,-16,-16,-16,-12,-12
821,-18,-18,-18,-18,-18,-18,-14,-14
826,-18,-18,-19,-19,-19,-19,-14,-14
799,-16,-16,-16,-16,-16,-16,-16,-16
69,-15,-15,-15,-15,-14,-14,-8,-16
83,-12,-12,-13,-13,-15,-15,-15,-15
187,-15,-15,-17,-17,-17,-17,-15,-15
188,-11,-11,-11,-11,-12,-12,-11,-9
189,-11,-11,-12,-12,-12,-12,-9,-9
190,-13,-13,-14,-14,-14,-14,-10,-11
194,-37,-37,-41,-41,-41,-41,-34,-29
195,-20,-20,-20,-20,-20,-20,-16,-4
196,-11,-11,-11,-11,-11,-11,-10,-10
197,-17,-17,-16,-16,-17,-12,-7,-18
